URL,MobileURL,Date,Title
"http://www.ajc.com/news/local/dekalb-dad-didn-get-help-after-year-old-son-shot-himself-cops-say/nL3SVbmVWXU0WHQ2mWt7RP/","http://www.ajc.com/news/local/dekalb-dad-didn-get-help-after-year-old-son-shot-himself-cops-say/nL3SVbmVWXU0WHQ2mWt7RP/amp.html","2017-11-06 21:15:00","DeKalb dad didnt get help after 4 - year - old son shot himself , cops say"
"http://www.sfchronicle.com/bayarea/article/Kate-Steinle-killer-s-rambling-account-He-12324625.php","http://www.sfchronicle.com/bayarea/amp/Kate-Steinle-killer-s-rambling-account-He-12324625.php","2017-11-02 02:15:00","Kate Steinle killer rambling account : He fired at  sea animal , or stepped on the gun"
"https://www.yahoo.com/news/father-shot-son-14-because-182727839.html","https://www.yahoo.com/amphtml/news/father-shot-son-14-because-182727839.html","2017-11-07 21:30:00","Father Shot Son , 14 , Because He Thought He Was Gay , Former Foster Mom Says"
"http://www.insideedition.com/father-shot-son-14-because-he-thought-he-was-gay-former-foster-mom-says-37889","http://www.insideedition.com/father-shot-son-14-because-he-thought-he-was-gay-former-foster-mom-says-37889?amp","2017-11-07 22:15:00","Father Shot Son , 14 , Because He Thought He Was Gay , Former Foster Mom Says"
"http://www.theblaze.com/news/2017/11/03/judge-denies-bond-for-man-who-shot-himself-in-penis-while-robbing-a-hot-dog-stand-on-halloween","/news/2017/11/03/judge-denies-bond-for-man-who-shot-himself-in-penis-while-robbing-a-hot-dog-stand-on-halloween/amp/","2017-11-03 22:15:00","Judge denies bond for man who shot himself in penis while robbing a hot dog stand on Halloween – TheBlaze"
"http://www.theblaze.com/news/2017/11/03/judge-denies-bond-for-man-who-shot-himself-in-penis-while-robbing-a-hot-dog-stand-on-halloween/","/news/2017/11/03/judge-denies-bond-for-man-who-shot-himself-in-penis-while-robbing-a-hot-dog-stand-on-halloween/amp/","2017-11-03 22:15:00","Judge denies bond for man who shot himself in penis while robbing a hot dog stand on Halloween – TheBlaze"
"http://nypost.com/2017/11/03/couple-charged-in-toddler-on-toddler-day-care-shooting/","http://nypost.com/2017/11/03/couple-charged-in-toddler-on-toddler-day-care-shooting/amp/","2017-11-03 14:45:00","Couple charged in toddler - on - toddler day care shooting"
"http://www.theoaklandpress.com/general-news/20171102/waterford-teen-pleads-guilty-to-accidentally-shooting-friend-in-head","","2017-11-02 19:30:00","Waterford teen pleads guilty to accidentally shooting friend in head"
"https://www.huffingtonpost.com/entry/dad-killing-teen-son-sexuality_us_5a01d16fe4b07eb511823a27","https://m.huffpost.com/us/entry/us_5a01d16fe4b07eb511823a27/amp","2017-11-09 02:00:00","Dad Accused Of Killing Teen Son Opposed His Sexuality , Friends Say"
"https://www.yahoo.com/news/dad-accused-killing-teen-son-143812276.html","https://www.yahoo.com/amphtml/news/dad-accused-killing-teen-son-143812276.html","2017-11-08 15:45:00","Dad Accused Of Killing Teen Son Opposed His Sexuality , Friends Say"
"http://www.ksla.com/story/36751620/grandmother-accidentally-shot-and-killed-by-teenage-grandson-dog-also-hit","","2017-11-03 02:15:00","Grandmother accidentally shot and killed by teenage grandson ; do"
